crop_id,category,habit,life_form,life_span,physiology,plant_attributes
5738,"forage/pasture, medicinals & aromatic, environmental",erect,grass,"annual, perennial",multi stem,
5803,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
5842,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
5861,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
5996,"medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
6029,medicinals & aromatic,erect,herb,biennial,,harvested from wild
6077,"medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
6113,"materials, medicinals & aromatic",climber/scrambler/scadent,vine,perennial,,harvested from wild
6266,"forage/pasture, materials, medicinals & aromatic, forest/wood",erect,shrub,perennial,multi stem,"grown on small scale, harvested from wild"
6271,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on large scale, harvested from wild"
6304,"forage/pasture, medicinals & aromatic",erect,herb,,,harvested from wild
6416,medicinals & aromatic,erect,herb,"annual, biennial",,"grown on small scale, harvested from wild"
6493,"forage/pasture, materials, medicinals & aromatic",erect,shrub,"biennial, perennial",multi stem,grown on small scale
6558,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
6559,"ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
6597,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
6615,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,
6623,"medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
6625,"ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,sub-shrub,perennial,,grown on large scale
6718,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
6784,medicinals & aromatic,erect,tree,perennial,"evergreen, single stem",
6820,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,"annual, biennial",,"grown on small scale, harvested from wild"
6831,medicinals & aromatic,erect,herb,annual,,"grown on large scale, grown on small scale, harvested from wild"
6869,medicinals & aromatic,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
6882,"materials, medicinals & aromatic, cover crop, environmental",erect,"herb, shrub",perennial,multi stem,grown on small scale
6952,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
6983,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
7032,"medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
7033,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
7037,"materials, medicinals & aromatic, forest/wood, environmental, weed",erect,shrub,perennial,"evergreen, multi stem",grown on small scale
7058,"materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, deciduous",
7089,vegetables,erect,herb,biennial,,harvested from wild
7098,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
7149,"medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on large scale
7174,"materials, ornamentals/turf",erect,shrub,perennial,"evergreen, multi stem",grown on small scale
7175,"ornamentals/turf, medicinals & aromatic",erect,"herb, shrub",perennial,,grown on small scale
7177,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,"evergreen, multi stem",grown on small scale
7302,"ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,,grown on small scale
7304,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
7336,"materials, medicinals & aromatic",erect,herb,"annual, biennial, perennial",,grown on large scale
7343,"forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
7383,"ornamentals/turf, medicinals & aromatic",erect,herb,annual,,grown on small scale
7410,"forage/pasture, medicinals & aromatic","erect, prostrate/procumbent/semi-erect",herb,perennial,multi stem,grown on small scale
7533,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
7548,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
7563,medicinals & aromatic,erect,herb,perennial,,"grown on small scale, harvested from wild"
7670,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"single stem, multi stem",
7681,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
7682,"forage/pasture, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,tree,perennial,"deciduous, single stem",grown on small scale
7691,"forage/pasture, medicinals & aromatic",erect,herb,"annual, biennial",,"grown on small scale, harvested from wild"
7704,medicinals & aromatic,erect,herb,perennial,,grown on small scale
7770,"medicinals & aromatic, cover crop, environmental, weed",erect,shrub,perennial,multi stem,
7898,medicinals & aromatic,erect,shrub,perennial,"evergreen, multi stem",
8047,"ornamentals/turf, medicinals & aromatic",erect,herb,biennial,,grown on small scale
8059,"forage/pasture, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
8156,medicinals & aromatic,erect,other,perennial,,harvested from wild
8227,medicinals & aromatic,erect,herb,perennial,,grown on large scale
8230,medicinals & aromatic,erect,herb,perennial,,grown on large scale
8292,"materials, medicinals & aromatic",,herb,perennial,,
8390,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
8410,"materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,deciduous,
8473,"medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,grown on small scale
8571,"materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",grown on large scale
8588,forage/pasture,erect,shrub,,,"grown on small scale, harvested from wild"
8658,"medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on large scale
8709,materials,erect,tree,perennial,evergreen,harvested from wild
8737,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,,harvested from wild
8738,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,annual,,grown on small scale
8739,medicinals & aromatic,erect,herb,annual,,grown on small scale
8744,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on large scale
8815,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,"grown on small scale, harvested from wild"
8819,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,annual,,harvested from wild
8866,"forage/pasture, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
8894,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
8933,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
8947,"forage/pasture, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem, C3 photosynthesis",grown on small scale
8980,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,shrub,perennial,,grown on small scale
9041,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
9043,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem",
9049,"materials, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",
9149,"ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,vine,perennial,,"grown on small scale, harvested from wild"
9344,medicinals & aromatic,climber/scrambler/scadent,herb,perennial,,"grown on small scale, previously widely grown"
9537,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
9551,medicinals & aromatic,prostrate/procumbent/semi-erect,sub-shrub,perennial,,harvested from wild
9559,medicinals & aromatic,erect,herb,perennial,,harvested from wild
9691,medicinals & aromatic,erect,herb,annual,,harvested from wild
9702,"ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
9784,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,annual,,grown on large scale
9797,medicinals & aromatic,erect,herb,annual,,harvested from wild
9804,medicinals & aromatic,climber/scrambler/scadent,sub-shrub,perennial,,harvested from wild
9848,medicinals & aromatic,climber/scrambler/scadent,sub-shrub,perennial,,harvested from wild
9979,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
9984,medicinals & aromatic,erect,shrub,perennial,"evergreen, multi stem","grown on small scale, harvested from wild"
10032,medicinals & aromatic,erect,herb,perennial,,harvested from wild
10144,"forage/pasture, medicinals & aromatic",erect,"herb, sub-shrub",perennial,multi stem,
10278,medicinals & aromatic,"erect, prostrate/procumbent/semi-erect",shrub,perennial,,"grown on small scale, harvested from wild"
10299,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem, multi stem",grown on large scale
10321,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
10327,"materials, medicinals & aromatic, environmental",erect,tree,perennial,"deciduous, single stem",
10446,"medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
10449,"medicinals & aromatic, forest/wood",erect,tree,perennial,,"grown on large scale, harvested from wild"
10525,"forage/pasture, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,"annual, biennial",multi stem,"grown on large scale, harvested from wild"
10624,medicinals & aromatic,erect,herb,perennial,,harvested from wild
10655,"medicinals & aromatic, forest/wood",erect,tree,perennial,,"grown on small scale, harvested from wild, previously widely grown"
10663,"materials, medicinals & aromatic",climber/scrambler/scadent,"vine, shrub",perennial,multi stem,grown on small scale
10741,forest/wood,erect,tree,perennial,"evergreen, single stem",
10746,"forage/pasture, materials, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",harvested from wild
10747,medicinals & aromatic,erect,herb,perennial,,harvested from wild
10753,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,"annual, biennial",,grown on small scale
10841,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,"grown on small scale, harvested from wild"
10850,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,,harvested from wild
10853,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,"annual, perennial",,harvested from wild
10860,medicinals & aromatic,prostrate/procumbent/semi-erect,shrub,perennial,,"grown on small scale, harvested from wild"
10870,medicinals & aromatic,erect,"shrub, tree",perennial,"deciduous, single stem",
10884,"ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,,grown on small scale
10885,"forage/pasture, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
10920,medicinals & aromatic,erect,shrub,perennial,multi stem,grown on small scale
10954,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, semi evergreen, single stem, C3 photosynthesis","grown on small scale, harvested from wild"
10955,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, semi evergreen, single stem, C3 photosynthesis",
10956,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, semi evergreen, deciduous, single stem","grown on small scale, harvested from wild"
11059,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,
11324,medicinals & aromatic,erect,shrub,perennial,,"grown on small scale, harvested from wild"
11641,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
11776,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
11848,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",harvested from wild
12184,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
12200,"ornamentals/turf, medicinals & aromatic, weed","erect, prostrate/procumbent/semi-erect",herb,perennial,multi stem,harvested from wild
12320,"ornamentals/turf, medicinals & aromatic",erect,herb,annual,,grown on small scale
12381,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
12393,"materials, medicinals & aromatic","erect, prostrate/procumbent/semi-erect",herb,perennial,"deciduous, single stem, multi stem",
12445,medicinals & aromatic,erect,herb,perennial,,harvested from wild
12500,,,,,,
13538,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
13775,medicinals & aromatic,erect,herb,perennial,,harvested from wild
14047,medicinals & aromatic,erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
14054,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,,"grown on large scale, harvested from wild"
14068,medicinals & aromatic,erect,herb,perennial,,harvested from wild
15430,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
15579,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
15774,medicinals & aromatic,erect,herb,perennial,,harvested from wild
15820,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"semi evergreen, single stem, multi stem",
15851,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,"deciduous, multi stem",harvested from wild
16100,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,biennial,"deciduous, single stem",
16152,medicinals & aromatic,erect,herb,,,harvested from wild
16538,"ornamentals/turf, medicinals & aromatic",erect,tree,perennial,,"grown on large scale, harvested from wild"
16717,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,"grown on small scale, harvested from wild"
16985,medicinals & aromatic,erect,herb,perennial,,harvested from wild
17162,"materials, forest/wood",erect,tree,perennial,"deciduous, single stem",
17405,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on large scale, grown on small scale"
17435,medicinals & aromatic,erect,herb,biennial,,harvested from wild
17657,"medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
17660,medicinals & aromatic,erect,herb,perennial,,grown on small scale
17895,medicinals & aromatic,climber/scrambler/scadent,herb,perennial,,harvested from wild
18072,medicinals & aromatic,erect,herb,annual,,harvested from wild
28399,"forage/pasture, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, deciduous, single stem",
30919,medicinals & aromatic,prostrate/procumbent/semi-erect,other,annual,,harvested from wild
33121,"medicinals & aromatic, environmental, weed",erect,shrub,perennial,multi stem,harvested from wild
38279,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
42707,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, semi evergreen, deciduous, single stem",
42760,"materials, ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"semi evergreen, deciduous, single stem",
44088,"forage/pasture, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
45195,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, semi evergreen, single stem",
45598,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"semi evergreen, deciduous, single stem",
47120,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
49188,medicinals & aromatic,erect,"herb, sub-shrub","biennial, perennial",,"grown on small scale, harvested from wild"
49210,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
49976,medicinals & aromatic,erect,herb,perennial,,harvested from wild
49977,medicinals & aromatic,erect,herb,perennial,,harvested from wild
49978,medicinals & aromatic,erect,herb,perennial,,"grown on small scale, harvested from wild"
49979,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
49980,medicinals & aromatic,erect,herb,perennial,,"harvested from wild, previously widely grown"
49981,medicinals & aromatic,prostrate/procumbent/semi-erect,shrub,perennial,,harvested from wild
49982,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on small scale, harvested from wild"
49986,medicinals & aromatic,climber/scrambler/scadent,grass,perennial,,harvested from wild
49988,medicinals & aromatic,"erect, prostrate/procumbent/semi-erect",herb,perennial,,harvested from wild
50038,"materials, medicinals & aromatic",erect,shrub,perennial,,harvested from wild
50039,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,,harvested from wild
50040,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
50041,medicinals & aromatic,erect,herb,perennial,,harvested from wild
50042,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
50043,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
50044,medicinals & aromatic,erect,herb,perennial,,"grown on small scale, harvested from wild"
50048,medicinals & aromatic,erect,herb,perennial,multi stem,harvested from wild
50471,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
74962,"forage/pasture, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,"annual, perennial","deciduous, multi stem",
74983,medicinals & aromatic,erect,herb,perennial,,grown on small scale
75002,medicinals & aromatic,erect,herb,perennial,,harvested from wild
77301,"materials, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
77795,ornamentals/turf,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
83552,"medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
127113,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
148275,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,grown on small scale
197937,"forage/pasture, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
198891,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,"deciduous, multi stem",grown on small scale
199708,"materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"evergreen, multi stem",
199890,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem",
218100,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,single stem,
230348,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,grown on small scale
238780,medicinals & aromatic,erect,tree,perennial,"deciduous, single stem",
248814,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
248817,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
305323,"forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
305324,"medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
305325,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
355150,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
355151,"forage/pasture, materials, medicinals & aromatic, forest/wood, cover crop, environmental",erect,tree,perennial,"evergreen, single stem",
355154,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
355155,"materials, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, deciduous, single stem",
372263,"forage/pasture, medicinals & aromatic, cover crop, environmental",prostrate/procumbent/semi-erect,herb,perennial,multi stem,"grown on large scale, grown on small scale"
